assists,id,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,in_dreamteam,influence,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,490,8,376,50.0,50.0,8,51090,0,0,1,-1,55.5,2,2,0.5,0.0,0,Thiago,0.0,16,2,63.6,False,435.8,1457,Thigh injury - 50% chance of playing,2021-03-12T11:00:24.627991Z,56,0,0,0,51090.jpg,4.5,0,0,Thiago,2.5,False,,d,5,8,144.0,77,542591,259,649479,2802,0.0,13.8,Thiago Silva,3
5,500,0,198,100.0,100.0,6,219847,0,0,-3,3,245.9,0,3,5.3,0.0,0,Kai,4.3,12,1,72.5,False,181.2,1160,,2021-02-05T00:30:22.782136Z,82,0,0,0,219847.jpg,2.8,0,0,Havertz,2.9,False,,a,5,8,299.0,58,617332,17530,1312933,2113,0.5,7.1,Havertz,2
0,548,5,497,100.0,100.0,14,228286,1,-1,2,-2,0.0,0,1,8.0,0.0,0,Edouard,7.0,16,0,36.4,False,363.0,2160,,2020-10-09T00:00:14.848511Z,52,0,0,0,228286.jpg,4.7,0,44,Mendy,8.3,False,,a,5,8,0.0,113,1298283,63624,812716,3363,1.3,21.7,Mendy,0
0,593,0,0,,,0,431019,0,0,0,0,0.0,0,1,1.0,0.0,0,Karlo,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,431019.jpg,0.0,0,0,Ziger,0.7,False,,a,5,8,0.0,0,81308,71,41271,664,0.0,0.0,Ziger,0
0,605,0,0,,,0,223332,0,0,0,0,0.0,0,3,1.0,0.0,0,Faustino,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,223332.jpg,0.0,0,0,Anjorin,0.0,False,,a,5,8,0.0,0,673,19,578,10,0.0,0.0,Anjorin,0
2,108,1,83,100.0,100.0,2,94245,0,0,-3,3,112.7,0,4,-0.5,0.0,0,Michy,0.0,14,1,39.6,False,98.6,693,,2020-09-27T12:30:10.890923Z,57,0,0,0,94245.jpg,2.1,0,0,Batshuayi,0.6,False,,a,6,31,187.0,34,70587,151,184131,315,0.0,6.0,Batshuayi,0
0,125,4,214,100.0,100.0,3,19419,0,0,0,0,37.7,1,2,3.5,0.0,0,Gary,4.0,27,1,38.7,False,268.8,1260,,2020-12-24T14:00:15.266963Z,45,0,0,0,19419.jpg,2.6,0,0,Cahill,0.2,False,,a,6,31,79.0,37,27582,420,23888,281,0.9,8.2,Cahill,3
0,126,0,0,100.0,100.0,0,20066,0,0,-2,2,0.0,0,1,-0.5,0.0,0,Wayne,0.0,0,0,0.0,False,0.0,0,,2020-10-15T01:00:16.946989Z,43,0,0,0,20066.jpg,0.0,0,0,Hennessey,0.3,False,,a,6,31,0.0,0,7426,53,46817,53,0.0,0.0,Hennessey,0
0,127,0,33,0.0,0.0,0,40784,0,0,-1,1,1.6,0,2,0.0,0.0,0,Mamadou,0.0,8,0,4.5,False,36.6,275,Thigh injury - Unknown return date,2021-01-08T23:00:20.006701Z,44,0,0,0,40784.jpg,1.0,0,0,Sakho,0.1,False,,i,6,31,6.0,4,26266,23,30274,41,0.0,0.9,Sakho,0
0,128,15,514,,,7,40836,0,0,-2,2,0.0,4,1,4.2,0.0,0,Vicente,4.7,47,0,64.5,False,643.0,2610,,,48,0,0,1,40836.jpg,3.6,0,86,Guaita,3.0,False,,a,6,31,0.0,105,486315,878,491049,2251,1.0,21.9,Guaita,2
0,129,2,75,0.0,0.0,2,49413,0,0,-1,1,0.8,0,2,0.0,0.0,0,James,0.0,8,0,7.6,False,65.2,387,Eye Injury - Unknown return date,2021-01-25T15:30:25.041120Z,44,0,0,0,49413.jpg,3.0,0,0,Tomkins,0.0,False,,i,6,31,10.0,15,7489,18,7843,26,0.0,3.4,Tomkins,1
2,130,3,228,50.0,50.0,4,50471,0,0,-3,3,202.2,0,3,-0.2,0.0,0,James,0.0,26,0,55.2,False,285.2,1465,Calf injury - 50% chance of playing,2021-02-01T19:30:26.153343Z,52,0,0,0,50471.jpg,2.5,0,0,McArthur,0.1,False,,d,6,31,65.0,45,8040,5,19625,39,0.0,8.7,McArthur,3
0,131,0,86,50.0,50.0,2,50472,0,0,-2,2,47.1,0,3,0.2,0.0,0,James,1.0,9,0,13.7,False,82.0,538,Groin Injury - 50% chance of playing,2021-03-04T12:30:27.616541Z,43,0,0,0,50472.jpg,1.6,0,0,McCarthy,0.7,False,,d,6,31,8.0,18,140473,36,263982,375,0.2,4.2,McCarthy,1
2,132,7,175,100.0,100.0,4,54861,0,0,0,0,162.9,2,4,3.2,0.0,0,Christian,3.7,19,5,103.8,False,287.8,1150,,2021-01-02T17:30:14.117437Z,55,0,0,0,54861.jpg,2.9,1,0,Benteke,0.8,False,,a,6,31,588.0,64,193220,1959,160677,3558,0.7,11.6,Benteke,0
0,133,2,344,,,7,55037,0,0,-2,2,67.0,0,3,2.2,0.0,0,Cheikhou,2.7,37,1,63.9,False,449.0,2313,,,48,0,0,0,55037.jpg,2.5,0,0,Kouyaté,0.3,False,,a,6,31,122.0,67,85169,135,90207,204,0.6,14.0,Kouyaté,0
1,134,6,257,100.0,100.0,6,55494,0,0,-2,2,80.7,1,2,4.8,0.0,0,Joel,5.3,24,0,35.6,False,258.4,1445,,2021-02-05T14:00:21.130904Z,43,0,0,0,55494.jpg,3.2,0,0,Ward,0.7,False,,a,6,31,17.0,54,98285,1234,183174,525,1.2,12.6,Ward,3
0,135,0,0,100.0,100.0,0,58786,0,0,-4,4,0.0,0,2,-0.5,0.0,0,Martin,0.0,0,0,0.0,False,0.0,0,,2020-12-04T19:00:20.235749Z,41,0,0,0,58786.jpg,0.0,0,0,Kelly,0.2,False,,a,6,31,0.0,0,12485,73,81000,103,0.0,0.0,Kelly,0
0,136,0,0,100.0,100.0,0,59125,0,0,-1,1,0.0,0,4,-0.5,0.0,0,Connor,0.0,0,0,0.0,False,0.0,0,,2020-09-06T03:00:11.034332Z,44,0,0,0,59125.jpg,0.0,0,0,Wickham,0.6,False,,a,6,31,0.0,0,91305,626,142137,877,0.0,0.0,Wickham,0
4,137,6,285,,,6,60252,0,0,-5,5,512.6,0,3,1.5,0.0,0,Andros,2.0,26,1,114.0,False,408.0,1799,,,55,0,0,0,60252.jpg,2.8,0,0,Townsend,1.1,False,,a,6,31,216.0,76,397866,119,412631,462,0.4,13.8,Townsend,0
1,138,3,270,100.0,100.0,6,66975,0,0,-4,4,251.9,1,3,5.8,0.0,0,Luka,6.3,36,1,68.5,False,325.2,1851,,2021-01-03T17:30:23.119822Z,56,0,0,0,66975.jpg,2.1,1,0,Milivojevic,0.3,False,,a,6,31,107.0,53,13941,1087,62560,454,1.1,9.5,Milivojevic,7
2,139,5,275,100.0,100.0,4,74230,0,0,-1,1,188.3,0,2,3.8,0.0,0,Patrick,4.3,29,0,61.8,False,245.2,1503,,2020-08-15T10:00:11.682747Z,54,0,0,0,74230.jpg,2.8,0,0,van Aanholt,0.4,False,,a,6,31,185.0,50,150713,338,138726,575,0.8,9.3,van Aanholt,2
4,140,2,182,100.0,100.0,6,80146,0,0,-4,4,194.8,0,4,1.2,0.0,0,Jordan,1.7,31,1,76.4,False,233.0,1656,,2020-10-18T17:30:11.950512Z,56,0,0,0,80146.jpg,2.4,0,0,Ayew,1.5,False,,a,6,31,338.0,59,205841,502,544023,1977,0.3,10.5,Ayew,2
4,141,11,265,100.0,100.0,5,82403,0,0,1,-1,277.0,3,3,1.8,0.0,0,Wilfried,2.3,33,9,141.3,False,427.0,1802,,2021-02-02T23:00:28.387019Z,71,0,0,0,82403.jpg,5.2,0,0,Zaha,8.7,False,,a,6,31,709.0,109,3991960,6112,4245963,5392,0.3,15.4,Zaha,4
1,142,3,133,100.0,100.0,4,86417,0,0,-2,2,169.4,1,3,0.5,0.0,0,Jeffrey,1.0,18,2,63.2,False,231.0,1020,,2021-01-02T17:30:14.150779Z,53,0,0,0,86417.jpg,2.6,0,0,Schlupp,0.1,False,,a,6,31,232.0,47,14744,12,20392,21,0.2,8.9,Schlupp,2
0,143,0,0,0.0,0.0,0,141020,0,0,-3,3,0.0,0,3,0.0,0.0,0,Max,0.0,0,0,0.0,False,0.0,0,Left the club on 15/1,2021-01-15T23:30:26.650176Z,47,0,0,0,141020.jpg,0.0,0,0,Meyer,0.0,False,,u,6,31,0.0,0,2134,0,5165,10,0.0,0.0,Meyer,0
0,144,4,209,100.0,100.0,4,173954,0,0,-1,1,118.8,1,3,0.8,0.0,0,Jairo,1.3,24,2,42.7,False,238.2,1335,,2020-10-24T17:00:21.697186Z,44,0,0,0,173954.jpg,2.2,0,0,Riedewald,0.8,False,,a,6,31,69.0,54,266889,196,237049,832,0.3,12.3,Riedewald,2
0,145,0,0,50.0,50.0,0,232423,0,0,-2,2,0.0,0,2,-0.2,0.0,0,Nathan,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 50% chance of playing,2020-08-26T09:30:07.992498Z,38,0,0,0,232423.jpg,0.0,0,0,Ferguson,0.5,False,,d,6,31,0.0,0,63082,418,138363,541,0.0,0.0,Ferguson,0
1,146,2,178,50.0,50.0,3,244723,0,0,-2,2,51.0,1,2,-0.2,0.0,0,Tyrick,0.0,20,0,29.4,False,221.0,1170,Muscle injury - 50% chance of playing,2021-03-02T23:00:28.697972Z,38,0,0,0,244723.jpg,2.7,0,0,Mitchell,11.8,False,,d,6,31,21.0,35,2209611,3445,2362124,16424,0.0,9.2,Mitchell,1
0,147,0,0,0.0,0.0,0,466955,0,0,-2,2,0.0,0,3,0.0,0.0,0,Brandon,0.0,0,0,0.0,False,0.0,0,Joined Kilmarnock on loan until the end of the season on 1/2,2021-02-01T21:00:20.102800Z,43,0,0,0,466955.jpg,0.0,0,0,Pierrick,0.1,False,,u,6,31,0.0,0,10842,0,15505,41,0.0,0.0,Pierrick,0
0,486,1,193,100.0,100.0,2,19188,-1,1,-3,3,15.3,0,2,-0.5,0.0,0,Scott,0.0,17,1,34.8,False,237.8,1080,,2021-01-07T18:30:17.505449Z,42,0,0,0,19188.jpg,2.8,0,0,Dann,0.5,False,,a,6,31,93.0,33,103200,25,131661,217,0.0,7.9,Dann,1
4,489,10,332,100.0,100.0,5,232413,0,0,-2,2,472.1,2,3,1.5,0.0,0,Eberechi,2.0,38,3,108.6,False,372.6,1957,,2020-11-17T23:00:19.063388Z,58,0,0,0,232413.jpg,3.2,0,0,Eze,0.9,False,,a,6,31,240.0,87,243382,416,232447,2519,0.3,15.0,Eze,3
0,522,0,0,0.0,0.0,0,221272,0,0,0,0,0.0,0,2,0.0,0.0,0,Sam,0.0,0,0,0.0,False,0.0,0,Joined Plymouth Argyle on loan until the end of the season on 31/11,2021-01-31T20:30:26.390128Z,40,0,0,0,221272.jpg,0.0,0,0,Woods,0.4,False,,u,6,31,0.0,0,62844,0,57470,208,0.0,0.0,Woods,0
0,534,0,0,0.0,0.0,0,114536,0,0,0,0,0.0,0,2,0.0,0.0,0,Ryan,0.0,0,0,0.0,False,0.0,0,Transferred to Charlton Athletic,2020-10-14T08:31:08.806610Z,40,0,0,0,114536.jpg,0.0,0,0,Inniss,0.0,False,,u,6,31,0.0,0,4884,0,6470,6,0.0,0.0,Inniss,0
1,577,0,172,50.0,50.0,2,57328,0,0,0,0,84.3,0,2,-0.2,0.0,0,Nathaniel,0.0,22,0,27.2,False,150.8,1145,Muscle injury - 50% chance of playing,2021-02-26T16:00:21.435712Z,45,0,0,0,57328.jpg,2.2,0,0,Clyne,0.1,False,,d,6,31,34.0,28,59941,5,56537,146,0.0,6.2,Clyne,2
0,578,0,0,,,0,42525,0,0,0,0,0.0,0,1,-0.5,0.0,0,Stephen,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,42525.jpg,0.0,0,0,Henderson,0.4,False,,a,6,31,0.0,0,60328,111,34644,327,0.0,0.0,Henderson,0
0,586,0,0,100.0,100.0,0,105666,0,0,0,0,0.0,0,1,-0.5,0.0,0,Jack,0.0,0,0,0.0,False,0.0,0,,2020-10-23T13:30:19.850079Z,45,0,0,0,105666.jpg,0.0,0,0,Butland,0.1,False,,a,6,31,0.0,0,5466,26,4588,39,0.0,0.0,Butland,0
0,641,2,36,100.0,100.0,0,231747,0,0,-4,4,15.5,0,4,-0.2,0.0,0,Jean-Philippe,0.3,4,1,11.8,False,41.4,168,,2021-01-25T15:30:25.996892Z,56,0,0,0,231747.jpg,3.0,0,0,Mateta,0.1,False,,a,6,31,63.0,12,14515,52,11130,344,0.1,2.1,Mateta,0
0,675,0,0,,,0,223824,0,0,0,0,0.0,0,2,-0.5,0.0,0,Reece,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,223824.jpg,0.0,0,0,Hannam,0.0,False,,a,6,31,0.0,0,233,27,110,21,0.0,0.0,Hannam,0
0,149,0,38,0.0,0.0,0,41823,0,0,-2,2,18.6,0,3,0.0,0.0,0,Fabian,0.0,5,0,4.6,False,26.2,211,Tendon Injury - Unknown return date,2021-03-03T13:30:26.783537Z,48,0,0,0,41823.jpg,1.2,0,0,Delph,0.0,False,,i,7,11,1.0,6,2594,29,5313,27,0.0,1.2,Delph,0
4,150,10,313,100.0,100.0,5,55422,0,0,-2,2,434.9,2,3,2.5,0.0,0,Gylfi,2.0,21,4,108.3,False,364.8,1496,,2021-03-12T14:00:27.947383Z,68,0,0,0,55422.jpg,3.3,0,0,Sigurdsson,1.6,False,,a,7,11,282.0,87,291139,3154,290208,3616,0.3,12.8,Sigurdsson,1
0,151,0,0,0.0,0.0,0,57513,0,0,-2,2,0.0,0,1,0.0,0.0,0,Jonas,0.0,0,0,0.0,False,0.0,0,Transferred to FC Midtjylland,2021-02-02T08:42:26.111617Z,43,0,0,0,57513.jpg,0.0,0,0,Lössl,0.1,False,,u,7,11,0.0,0,3190,0,10288,38,0.0,0.0,Lössl,0
1,152,1,178,100.0,100.0,2,59949,0,0,-2,2,106.6,0,2,0.8,0.0,0,Seamus,0.3,15,0,37.2,False,174.6,898,,2021-03-05T00:00:28.838960Z,48,0,0,0,59949.jpg,2.0,0,0,Coleman,0.6,False,,a,7,11,91.0,32,224640,194,264515,399,0.1,6.7,Coleman,0
0,153,0,12,0.0,0.0,0,66838,0,0,0,0,11.6,0,4,0.0,0.0,0,Cenk,0.0,3,0,1.8,False,2.2,44,Joined Besiktas on loan until the end of the season on 1/2,2021-02-01T19:00:19.507548Z,60,0,0,0,66838.jpg,0.8,0,0,Tosun,0.0,False,,u,7,11,4.0,4,7789,0,8521,15,0.0,0.7,Tosun,1
0,154,1,65,,,2,100649,0,0,-3,3,118.6,0,3,1.8,0.0,0,Bernard,1.3,4,1,29.0,False,96.4,390,,,57,0,0,0,100649.jpg,2.0,0,0,Anício Caldeira Duarte,0.1,False,,a,7,11,76.0,18,12486,63,20953,88,0.2,3.2,Bernard,2
8,155,11,380,100.0,100.0,4,101188,0,0,2,-2,466.6,1,2,3.5,0.0,0,Lucas,3.0,31,0,97.5,False,410.0,1781,,2021-02-11T00:00:27.483772Z,62,0,0,0,101188.jpg,3.8,1,0,Digne,9.1,False,,a,7,11,96.0,75,1902204,9671,1955740,7670,0.5,12.1,Digne,1
1,156,12,501,,,7,106611,0,0,1,-1,64.4,3,2,3.8,0.0,0,Michael,3.3,34,3,90.7,False,638.4,2269,,,51,0,0,0,106611.jpg,3.6,0,0,Keane,6.0,False,,a,7,11,204.0,98,1023624,6914,763525,5351,0.6,19.2,Keane,3
0,157,6,405,100.0,100.0,6,111234,0,0,-2,2,10.0,1,1,3.8,0.0,0,Jordan,3.3,29,0,53.5,False,524.2,2022,,2021-03-13T22:00:21.602778Z,48,0,0,0,111234.jpg,3.4,0,69,Pickford,5.0,False,,a,7,11,0.0,79,651546,2519,823977,3002,0.7,16.5,Pickford,1
1,158,0,180,100.0,100.0,4,120250,0,0,-2,2,206.4,0,3,2.8,0.0,0,André Filipe,2.3,21,0,45.5,False,170.2,1356,,2020-12-19T23:30:21.112204Z,53,0,0,0,120250.jpg,1.8,0,0,Tavares Gomes,0.2,False,,a,7,11,84.0,39,24422,122,43480,101,0.4,7.4,André Gomes,3
3,159,1,231,,,5,153133,0,0,-1,1,243.6,1,3,1.8,0.0,0,Alex,1.3,17,1,70.6,False,250.8,1315,,,59,0,0,0,153133.jpg,2.3,0,0,Iwobi,0.2,False,,a,7,11,210.0,58,35688,119,41674,207,0.2,9.8,Iwobi,0
0,160,0,19,0.0,0.0,0,153673,0,0,-2,2,8.1,0,2,0.0,0.0,0,Jonjoe,0.0,1,0,2.8,False,11.0,78,Joined Celtic on loan until the end of the season on 1/2,2021-02-01T22:00:27.167113Z,43,0,0,0,153673.jpg,1.2,0,0,Kenny,0.1,False,,u,7,11,8.0,5,7972,0,20265,26,0.0,1.2,Kenny,0
0,161,0,0,25.0,25.0,0,160987,0,0,0,0,0.0,0,3,0.1,0.0,0,Jean-Philippe,0.0,0,0,0.0,False,0.0,0,Lack of match fitness - 25% chance of playing,2020-08-15T10:00:11.729677Z,50,0,0,0,160987.jpg,0.0,0,0,Gbamin,0.0,False,,d,7,11,0.0,0,590,11,530,6,0.0,0.0,Gbamin,0
0,162,5,322,100.0,100.0,4,164511,0,0,0,0,22.3,1,2,0.5,0.0,0,Yerry,0.0,21,2,63.0,False,423.2,1637,,2021-02-17T23:00:21.098924Z,55,0,0,0,164511.jpg,3.3,0,0,Mina,1.7,False,,a,7,11,182.0,62,403365,509,418755,717,0.0,11.3,Mina,1
1,163,1,162,100.0,100.0,3,173807,0,0,-3,3,86.9,0,3,2.5,0.0,0,Tom,2.0,15,0,26.9,False,159.8,965,,2021-03-05T00:00:28.880015Z,52,0,0,0,173807.jpg,1.9,0,0,Davies,0.1,False,,a,7,11,22.0,34,5653,38,11641,51,0.4,6.5,Davies,2
6,164,16,448,100.0,100.0,7,177815,0,0,6,-6,217.1,3,4,3.8,0.0,0,Dominic,3.3,30,14,192.7,False,613.6,2151,,2021-02-11T00:00:27.527495Z,76,0,0,0,177815.jpg,5.4,0,0,Calvert-Lewin,36.0,False,,a,7,11,1100.0,136,8099141,55297,6471494,34298,0.4,17.9,Calvert-Lewin,3
0,165,4,303,100.0,100.0,6,194164,0,0,-2,2,98.4,1,2,2.5,0.0,0,Mason,2.0,21,1,48.7,False,323.8,1582,,2020-09-06T01:30:17.999031Z,48,0,0,0,194164.jpg,3.2,0,0,Holgate,0.9,False,,a,7,11,63.0,58,207759,804,156109,1365,0.4,12.1,Holgate,6
5,166,15,323,100.0,100.0,6,212319,0,0,0,0,212.0,1,4,4.8,0.0,0,Richarlison,4.3,27,6,140.4,False,438.2,1984,,2021-01-11T14:00:23.066552Z,80,0,0,0,212319.jpg,3.9,1,0,de Andrade,9.7,False,,a,7,11,753.0,94,1592029,19571,1586483,22118,0.5,11.8,Richarlison,3
0,167,0,10,,,0,222627,0,0,-2,2,0.0,0,1,1.2,0.0,0,João,0.7,0,0,2.5,False,25.0,47,,,43,0,0,0,222627.jpg,2.0,0,3,Virgínia,0.1,False,,a,7,11,0.0,2,2303,225,5161,66,0.2,0.5,Virgínia,0
0,168,0,11,0.0,0.0,0,232826,0,0,-2,2,12.7,0,3,0.0,0.0,0,Anthony,0.0,0,0,3.1,False,14.4,87,Joined Preston North End on loan until the end of the season on 1/2,2021-02-02T00:00:25.947313Z,43,0,0,0,232826.jpg,1.0,0,0,Gordon,0.4,False,,u,7,11,4.0,3,112153,0,142821,343,0.0,0.7,Gordon,0
0,169,0,1,0.0,0.0,0,242058,0,0,-3,3,1.3,0,4,0.0,0.0,0,Moise,0.0,0,0,0.9,False,0.0,13,Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-03T00:30:17.828204Z,57,0,0,0,242058.jpg,1.0,0,0,Kean,0.2,False,,u,7,11,11.0,2,8011,0,36242,25,0.0,0.4,Kean,0
0,170,0,0,0.0,0.0,0,480455,0,0,-1,1,0.0,0,2,0.0,0.0,0,Jarrad,0.0,0,0,0.0,False,0.0,0,Joined Blackburn Rovers on loan until the end of the season on 14/1,2021-01-14T23:00:22.063648Z,39,0,0,0,480455.jpg,0.0,0,0,Branthwaite,1.1,False,,u,7,11,0.0,0,140402,0,327231,517,0.0,0.0,Branthwaite,0
0,502,0,188,100.0,100.0,3,119765,0,0,-3,3,108.5,0,3,2.2,0.0,0,Allan,1.7,20,0,35.6,False,218.8,1330,,2020-12-16T22:30:22.602548Z,52,0,0,0,119765.jpg,1.8,0,0,Marques Loureiro,0.6,False,,a,7,11,27.0,29,82724,94,168357,126,0.3,5.6,Allan,4
4,508,7,347,100.0,100.0,2,60025,0,0,2,-2,453.0,1,3,0.5,0.0,0,James,0.0,24,5,115.8,False,416.0,1343,,2021-03-05T00:00:29.634486Z,77,0,0,0,60025.jpg,4.3,0,0,Rodríguez,8.0,False,,a,7,11,287.0,77,3683847,4576,4073912,3819,0.0,10.0,Rodríguez,3
3,512,2,375,0.0,0.0,7,121599,0,0,-3,3,284.8,2,3,0.0,0.0,0,Abdoulaye,1.0,32,2,94.2,False,400.6,2131,Foot injury - Expected back 23 May,2021-03-09T00:00:22.741777Z,52,0,0,0,121599.jpg,2.8,0,0,Doucouré,0.7,False,,i,7,11,256.0,71,150175,41,276222,1367,0.2,13.7,Doucouré,6
0,559,0,6,100.0,100.0,0,495542,0,0,0,0,5.3,0,2,0.5,0.0,0,Niels,0.0,1,0,2.0,False,13.8,68,,2021-01-22T16:30:27.249165Z,40,0,0,0,495542.jpg,1.0,0,0,Nkounkou,0.2,False,,a,7,11,1.0,1,35099,51,31720,91,0.0,0.2,Nkounkou,1
1,566,1,339,100.0,100.0,6,198826,0,0,0,0,55.6,0,2,2.5,0.0,0,Ben,2.0,24,0,52.5,False,393.6,1859,,2020-11-02T01:00:23.121685Z,50,1,0,0,198826.jpg,2.7,0,0,Godfrey,0.4,False,,a,7,11,73.0,56,69268,600,44091,644,0.4,11.2,Godfrey,4
0,573,0,73,100.0,100.0,1,111782,0,0,0,0,0.0,0,1,0.5,0.0,0,Robin,0.0,8,0,10.5,False,104.4,450,,2021-03-05T00:00:29.740463Z,45,0,0,0,111782.jpg,2.4,0,13,Olsen,0.1,False,,a,7,11,0.0,12,15538,68,12755,103,0.0,2.7,Olsen,1
0,596,0,0,0.0,0.0,0,218997,0,0,0,0,0.0,0,4,0.0,0.0,0,Ellis,0.0,0,0,0.0,False,0.0,0,Joined Blackburn Rovers on loan until the end of the season on 20/1,2021-01-20T23:00:23.497026Z,45,0,0,0,218997.jpg,0.0,0,0,Simms,0.1,False,,u,7,11,0.0,0,11578,0,11379,39,0.0,0.0,Simms,0
0,644,0,0,,,0,461446,0,0,0,0,0.0,0,3,0.5,0.0,0,Tyler,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,461446.jpg,0.0,0,0,Onyango,0.0,False,,a,7,11,0.0,0,320,13,232,12,0.0,0.0,Onyango,0
0,651,0,16,,,0,78007,-1,1,-3,3,4.7,0,4,1.5,0.0,0,Joshua,1.0,2,0,1.9,False,10.4,118,,,52,0,0,0,78007.jpg,1.0,0,0,King,0.1,False,,a,7,11,4.0,8,27105,282,21033,495,0.2,1.5,King,0
0,679,0,0,,,0,232829,0,0,0,0,0.0,0,2,0.5,0.0,0,Kyle,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,232829.jpg,0.0,0,0,John,0.0,False,,a,7,11,0.0,0,235,35,96,20,0.0,0.0,John,0
0,680,0,0,,,0,173818,0,0,0,0,0.0,0,3,0.5,0.0,0,Nathan,0.0,0,0,0.0,False,0.0,0,,,45,0,0,0,173818.jpg,0.0,0,0,Broadhead,0.0,False,,a,7,11,0.0,0,67,9,33,8,0.0,0.0,Broadhead,0
0,681,0,0,,,0,422612,0,0,0,0,0.0,0,2,0.5,0.0,0,Ryan,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,422612.jpg,0.0,0,0,Astley,0.0,False,,a,7,11,0.0,0,198,22,88,16,0.0,0.0,Astley,0
0,682,0,0,,,0,447325,0,0,0,0,0.0,0,1,0.5,0.0,0,Harry,0.0,0,0,0.0,False,0.0,0,,,40,0,0,0,447325.jpg,0.0,0,0,Tyrer,0.0,False,,a,7,11,0.0,0,186,24,64,12,0.0,0.0,Tyrer,0
0,115,0,159,100.0,100.0,10,126187,0,0,-1,1,244.3,0,3,1.2,1.2,0,Ruben,1.2,18,1,82.4,False,181.8,1717,,2021-01-13T23:30:18.860000Z,59,0,0,0,126187.jpg,2.3,0,0,Loftus-Cheek,0.2,False,,a,8,54,399.0,57,33035,100,34478,1674,0.2,9.7,Loftus-Cheek,3
0,171,0,0,,,0,40559,0,0,-1,1,0.0,0,1,0.0,0.0,0,Fabricio,0.0,0,0,0.0,False,0.0,0,,,39,0,0,0,40559.jpg,0.0,0,0,Agosto Ramírez,2.2,False,,a,8,54,0.0,0,146362,838,112432,1718,0.0,0.0,Fabri,0
0,172,0,0,0.0,0.0,0,55038,0,0,-3,3,0.0,0,3,0.0,0.0,0,Kevin,0.0,0,0,0.0,False,0.0,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.518943Z,47,0,0,0,55038.jpg,0.0,0,0,McDonald,0.0,False,,u,8,54,0.0,0,939,0,5634,3,0.0,0.0,McDonald,0
0,173,0,12,0.0,0.0,0,61739,0,0,-4,4,1.6,0,2,0.0,0.0,0,Maxime,0.0,1,0,1.6,False,12.6,122,Joined Royal Antwerp on loan until the end of the season on 1/2,2021-02-01T23:00:20.765108Z,41,0,0,0,61739.jpg,0.5,0,0,Le Marchand,0.1,False,,u,8,54,1.0,1,3430,0,13605,18,0.0,0.2,Le Marchand,2
0,174,0,0,0.0,0.0,0,61916,0,0,-3,3,0.0,0,3,0.0,0.0,0,Stefan,0.0,0,0,0.0,False,0.0,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.533609Z,47,0,0,0,61916.jpg,0.0,0,0,Johansen,0.0,False,,u,8,54,0.0,0,438,0,3390,0,0.0,0.0,Johansen,0
1,175,2,160,0.0,0.0,1,76357,0,0,-3,3,278.3,0,3,0.0,0.0,0,Tom,0.0,15,1,57.3,False,170.6,758,Knee injury - Unknown return date,2021-01-14T15:00:16.245882Z,52,0,0,0,76357.jpg,2.7,0,0,Cairney,0.1,False,,i,8,54,124.0,27,11421,26,27811,40,0.0,5.2,Cairney,2
0,176,0,78,,,0,82514,0,0,-3,3,4.7,0,2,0.0,0.0,0,Tim,0.0,10,0,8.8,False,82.6,450,,,42,0,0,0,82514.jpg,1.4,0,0,Ream,0.1,False,,a,8,54,0.0,7,8205,12,17648,40,0.0,1.7,Ream,0
0,177,0,0,0.0,0.0,0,83543,0,0,-5,5,0.0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,False,0.0,0,Loan at Nottingham Forest extended until end of the season on 12/1. - Expected back 01 Jul,2020-10-16T21:30:11.452901Z,50,0,0,0,83543.jpg,0.0,0,0,Knockaert,0.0,False,,u,8,54,0.0,0,1026,0,12647,0,0.0,0.0,Knockaert,0
0,178,0,32,,,0,84915,0,0,-4,4,11.3,0,2,0.0,0.0,0,Michael,0.0,10,0,6.9,False,40.8,262,,,41,0,0,0,84915.jpg,0.0,0,0,Hector,0.1,False,,a,8,54,18.0,0,9107,55,24416,105,0.0,0.0,Hector,2
